site,formula,full_name,valence,bv_sum_Crystal,bv_sum_nn,BVS_ratio,element
190,Al2Ge2O7,Al2Ge2O7_Va_O1,-2,-2.0719793697597826,-2.0719793697597826,1.0359896848798913,O
254,Al2Ge2O7,Al2Ge2O7_Va_O2,-2,-2.0948241746062357,-2.0948241746062357,1.0474120873031179,O
286,Al2Ge2O7,Al2Ge2O7_Va_O3,-2,-2.0335958997720756,-2.0335958997720756,1.0167979498860378,O
350,Al2Ge2O7,Al2Ge2O7_Va_O4,-2,-2.0179304870522605,-2.0179304870522605,1.0089652435261303,O
268,Al2O3,Al2O3_Va_O1,-2,-2.0020409782327584,-2.0020409782327584,1.0010204891163792,O
190,Al2PbO4,Al2PbO4_Va_O1,-2,-2.0997559038259754,-2.0997559038259754,1.0498779519129877,O
238,Al2PbO4,Al2PbO4_Va_O2,-2,-1.655878386540262,-1.8942513501437075,0.827939193270131,O
334,Al2PbO4,Al2PbO4_Va_O3,-2,-1.9700054099019706,-1.9700054099019708,0.9850027049509853,O
190,Al4Bi2O9,Al4Bi2O9_Va_O1,-2,-2.1664382566866527,-2.1664382566866527,1.0832191283433263,O
238,Al4Bi2O9,Al4Bi2O9_Va_O2,-2,-1.9651881306944035,-1.9804193466532292,0.9825940653472017,O
358,Al4Bi2O9,Al4Bi2O9_Va_O3,-2,-2.0314314649532057,-2.1312849919052357,1.0157157324766029,O
310,Al4Bi2O9,Al4Bi2O9_Va_O4,-2,-1.7172876805731385,-1.7172876805731385,0.8586438402865693,O
214,AlAsO4,AlAsO4_Va_O1,-2,-2.3551366618423257,-2.3551366618423257,1.1775683309211629,O
190,AlSbO4,AlSbO4_Va_O1,-2,-2.0739867661429185,-2.0739867661429185,1.0369933830714593,O
158,AlSbO4,AlSbO4_Va_O2,-2,-2.4439508906717546,-2.4439508906717546,1.2219754453358773,O
286,As2O3,As2O3_Va_O1,-2,-2.021079496189694,-2.0764879117237003,1.010539748094847,O
382,As2O3,As2O3_Va_O2,-2,-2.0039443571298388,-2.042301455431169,1.0019721785649194,O
478,As2O3,As2O3_Va_O3,-2,-2.042571910742372,-2.081966493383903,1.021285955371186,O
250,As2Pb3O8,As2Pb3O8_Va_O1,-2,-1.4681610785137362,-1.8749580104469092,0.7340805392568681,O
322,As2Pb3O8,As2Pb3O8_Va_O2,-2,-1.3434719965850705,-2.010574150733786,0.6717359982925353,O
394,As2Pb3O8,As2Pb3O8_Va_O3,-2,-1.347456176484183,-2.030379424820563,0.6737280882420915,O
466,As2Pb3O8,As2Pb3O8_Va_O4,-2,-1.4970476308971823,-2.0100552921834014,0.7485238154485911,O
62,As2PbO4,As2PbO4_Va_O1,-2,-1.9198628037462706,-1.9198628037462706,0.9599314018731353,O
78,As2PbO4,As2PbO4_Va_O2,-2,-1.8876371039858908,-1.8876371039858908,0.9438185519929454,O
94,As2PbO4,As2PbO4_Va_O3,-2,-1.9882303507673251,-1.9882303507673251,0.9941151753836626,O
110,As2PbO4,As2PbO4_Va_O4,-2,-2.1002245262960813,-2.1279542519827856,1.0501122631480406,O
241,As2PbO6,As2PbO6_Va_O1,-2,-2.0700766522673857,-2.0700766522673857,1.0350383261336928,O
58,B2O3,B2O3_Va_O1,-2,-2.0158032996479607,-2.0412337298262706,1.0079016498239803,O
46,B2O3,B2O3_Va_O2,-2,-2.07203931510666,-2.0892051194810364,1.03601965755333,O
214,B4PbO7,B4PbO7_Va_O1,-2,-1.6086933006768684,-1.9576602310431797,0.8043466503384342,O
205,B4PbO7,B4PbO7_Va_O2,-2,-1.675706426035497,-1.948710602729982,0.8378532130177485,O
160,B4PbO7,B4PbO7_Va_O3,-2,-1.766023761929088,-1.7830912763363864,0.883011880964544,O
196,B4PbO7,B4PbO7_Va_O4,-2,-1.5563670821858775,-1.8253478274245158,0.7781835410929387,O
166,B6O,B6O_Va_O1,nan,-2.1242786783464687,-2.2597100448183114,1.0621393391732343,O
214,BAsO4,BAsO4_Va_O1,-2,-2.1969820285581427,-2.1969820285581427,1.0984910142790714,O
238,Ba(AsO3)2,Ba(AsO3)2_Va_O1,-2,-2.0531370718170923,-2.0531370718170927,1.0265685359085461,O
334,Ba(AsO3)2,Ba(AsO3)2_Va_O2,-2,-2.113587139531371,-2.113587139531371,1.0567935697656854,O
430,Ba(AsO3)2,Ba(AsO3)2_Va_O3,-2,-1.6377596977067332,-2.1896571974046264,0.8188798488533666,O
241,Ba(SbO3)2,Ba(SbO3)2_Va_O1,-2,-2.2029867575556206,-2.2029867575556206,1.1014933787778103,O
94,Ba2Bi2O5,Ba2Bi2O5_Va_O1,-2,-1.8705521717185818,-1.6212531164706192,0.9352760858592909,O
126,Ba2Bi2O5,Ba2Bi2O5_Va_O2,-2,-2.09565326357807,-2.09565326357807,1.047826631789035,O
142,Ba2Bi2O5,Ba2Bi2O5_Va_O3,-2,-1.5417309704330053,-1.541730970433005,0.7708654852165027,O
286,Ba2BiSbO6,Ba2BiSbO6_Va_O1,-2,-1.8795855302619073,-1.8795855302619073,0.9397927651309537,O
358,Ba2BiSbO6,Ba2BiSbO6_Va_O2,-2,-1.954545406423658,-1.762961285675276,0.977272703211829,O
190,Ba2Ca(BO2)6,Ba2Ca(BO2)6_Va_O1,-2,-1.8220593179227884,-1.9647185461580672,0.9110296589613942,O
250,Ba2Ca(BO2)6,Ba2Ca(BO2)6_Va_O2,-2,-1.1814325999428976,-1.9221683522672426,0.5907162999714488,O
322,Ba2Ca(BO3)2,Ba2Ca(BO3)2_Va_O1,-2,-0.9758635367533044,-1.7787098841209372,0.4879317683766522,O
394,Ba2Ca(BO3)2,Ba2Ca(BO3)2_Va_O2,-2,-0.9547876364844674,-1.9295403853539936,0.4773938182422337,O
178,Ba2In2O5,Ba2In2O5_Va_O1,-2,-1.693511967206541,-1.693511967206541,0.8467559836032705,O
250,Ba2In2O5,Ba2In2O5_Va_O2,-2,-1.3790859028868734,-1.3313102808878885,0.6895429514434367,O
286,Ba2InGaO5,Ba2InGaO5_Va_O2,-2,-1.591174851942184,-1.3958071911314875,0.795587425971092,O
322,Ba2InGaO5,Ba2InGaO5_Va_O3,-2,-1.2723653600912819,-1.5507963203231676,0.6361826800456409,O
295,Ba2Mg(BO3)2,Ba2Mg(BO3)2_Va_O1,-2,-1.2649551613980323,-1.9081861272667884,0.6324775806990162,O
142,Ba2MgGe2O7,Ba2MgGe2O7_Va_O1,-2,-2.237624616309689,-2.237624616309689,1.1188123081548444,O
190,Ba2MgGe2O7,Ba2MgGe2O7_Va_O2,-2,-1.7532804909223885,-1.7532804909223885,0.8766402454611942,O
286,Ba2MgGe2O7,Ba2MgGe2O7_Va_O3,-2,-1.8291185750339924,-1.7232364183533075,0.9145592875169962,O
214,Ba2MgSi2O7,Ba2MgSi2O7_Va_O1,-2,-1.6742510835238698,-2.0937591028818394,0.8371255417619349,O
286,Ba2MgSi2O7,Ba2MgSi2O7_Va_O2,-2,-2.0251422536467842,-2.0251422536467842,1.0125711268233921,O
262,Ba2MgSi2O7,Ba2MgSi2O7_Va_O3,-2,-2.131049333662416,-2.605886876794828,1.065524666831208,O
238,Ba2SiO4,Ba2SiO4_Va_O1,-2,-1.1915023921211205,-1.9057345211248344,0.5957511960605603,O
286,Ba2SiO4,Ba2SiO4_Va_O2,-2,-1.134489297277386,-1.97581363448099,0.567244648638693,O
334,Ba2SiO4,Ba2SiO4_Va_O3,-2,-1.211835767729989,-1.7489394644004896,0.6059178838649945,O
88,Ba2SnO4,Ba2SnO4_Va_O1,-2,-1.5683576609342023,-1.5683576609342023,0.7841788304671011,O
124,Ba2SnO4,Ba2SnO4_Va_O2,-2,-2.0692600166087587,-2.0692600166087582,1.0346300083043793,O
187,Ba3(AsO4)2,Ba3(AsO4)2_Va_O1,-2,-1.896434994088967,-1.896434994088967,0.9482174970444835,O
349,Ba3(AsO4)2,Ba3(AsO4)2_Va_O2,-2,-1.413735477158416,-2.122364002358811,0.706867738579208,O
142,Ba3BAsO3,Ba3BAsO3_Va_O1,-2,-1.9574664295017463,-1.9574664295017459,0.9787332147508732,O
214,Ba3MgSb2O9,Ba3MgSb2O9_Va_O1,-2,-1.5228825909601655,-2.0431152491406475,0.7614412954800828,O
268,Ba3MgSb2O9,Ba3MgSb2O9_Va_O2,-2,-2.017593472188687,-2.017593472188687,1.0087967360943435,O
64,Ba3NaBiO6,Ba3NaBiO6_Va_O1,-2,-1.9036527718560834,-1.806429457532592,0.9518263859280417,O
64,Ba3NaSbO6,Ba3NaSbO6_Va_O1,-2,-1.9244665536496928,-1.9244665536496928,0.9622332768248464,O
394,Ba3Sn2O7,Ba3Sn2O7_Va_O1,-2,-2.016642530376057,-2.016642530376057,1.0083212651880284,O
322,Ba3Sn2O7,Ba3Sn2O7_Va_O2,-2,-1.5871020583595319,-1.587102058359532,0.7935510291797659,O
430,Ba3Sn2O7,Ba3Sn2O7_Va_O3,-2,-1.3546873673005688,-1.8931550125587826,0.6773436836502844,O
78,Ba4InSbO8,Ba4InSbO8_Va_O1,-2,-2.116619377952137,-2.1166193779521363,1.0583096889760686,O
110,Ba4InSbO8,Ba4InSbO8_Va_O2,-2,-1.393359205004792,-1.3933592050047925,0.696679602502396,O
102,Ba4InSbO8,Ba4InSbO8_Va_O3,-2,-1.7054816690251786,-1.7054816690251788,0.8527408345125893,O
318,Ba4Li(SbO4)3,Ba4Li(SbO4)3_Va_O1,-2,-1.6342201246336108,-2.2182600640713823,0.8171100623168054,O
238,Ba4Li(SbO4)3,Ba4Li(SbO4)3_Va_O2,-2,-1.3865912393812259,-1.9643459517260917,0.6932956196906129,O
222,Ba4Na(SbO4)3,Ba4Na(SbO4)3_Va_O1,-2,-1.6124442463927666,-2.152490275875963,0.8062221231963833,O
318,Ba4Na(SbO4)3,Ba4Na(SbO4)3_Va_O2,-2,-1.5629851167724578,-2.1113497499493277,0.7814925583862289,O
322,BaAl2Sb2O7,BaAl2Sb2O7_Va_O1,-2,-2.1124528323696468,-2.1124528323696463,1.0562264161848234,O
295,BaAl2Sb2O7,BaAl2Sb2O7_Va_O2,-2,-1.841828763608873,-1.841828763608873,0.9209143818044365,O
94,BaBAsO5,BaBAsO5_Va_O1,-2,-1.591065375790957,-1.591065375790957,0.7955326878954785,O
166,BaBAsO5,BaBAsO5_Va_O2,-2,-2.1993673575776613,-2.1993673575776613,1.0996836787888307,O
190,BaBAsO5,BaBAsO5_Va_O3,-2,-1.8959484860541331,-2.177834743972006,0.9479742430270666,O
166,BaBe2(BO3)2,BaBe2(BO3)2_Va_O1,-2,-1.8331662062780651,-1.8331662062780651,0.9165831031390326,O
174,BaBe2(BO3)2,BaBe2(BO3)2_Va_O2,-2,-1.5176650462282861,-1.8769692211267504,0.7588325231141431,O
46,BaBe2Si2O7,BaBe2Si2O7_Va_O1,-2,-2.2100366680412082,-2.401311550320978,1.1050183340206041,O
62,BaBe2Si2O7,BaBe2Si2O7_Va_O2,-2,-1.791377830648214,-1.961973169055267,0.895688915324107,O
78,BaBe2Si2O7,BaBe2Si2O7_Va_O3,-2,-1.7732473474254842,-2.0126281799233676,0.8866236737127421,O
94,BaBe2Si2O7,BaBe2Si2O7_Va_O4,-2,-1.9827670760911253,-1.9827670760911253,0.9913835380455627,O
214,BaBeSiO4,BaBeSiO4_Va_O1,-2,-1.7087261822139055,-2.086194650278337,0.8543630911069527,O
178,BaBeSiO4,BaBeSiO4_Va_O2,-2,-1.7162412141936154,-2.0404164410405836,0.8581206070968077,O
250,BaBeSiO4,BaBeSiO4_Va_O3,-2,-1.6983042991556618,-2.103910155118926,0.8491521495778309,O
430,BaBiBO4,BaBiBO4_Va_O1,-2,-1.0051370804287407,-1.9260166819813578,0.5025685402143704,O
446,BaBiBO4,BaBiBO4_Va_O2,-2,-0.9474731392307055,-1.833900509763611,0.47373656961535276,O
414,BaBiBO4,BaBiBO4_Va_O3,-2,-2.0605742601818604,-2.06057426018186,1.0302871300909302,O
286,BaCa(GaO2)4,BaCa(GaO2)4_Va_O1,-2,-1.7829443414105515,-1.7829443414105515,0.8914721707052757,O
238,BaCa(GaO2)4,BaCa(GaO2)4_Va_O2,-2,-1.4246571446172356,-1.6746025585481163,0.7123285723086178,O
334,BaCa(GaO2)4,BaCa(GaO2)4_Va_O3,-2,-1.6839532261990084,-1.6839532261990084,0.8419766130995042,O
214,BaCeO3,BaCeO3_Va_O1,-2,-1.8950372988051511,-1.8950372988051511,0.9475186494025756,O
358,BaCeO3,BaCeO3_Va_O2,-2,-1.9067748420210913,-1.8498233874908303,0.9533874210105456,O
62,BaGa2B2O7,BaGa2B2O7_Va_O1,-2,-1.965536937017728,-1.965536937017728,0.982768468508864,O
66,BaGa2B2O7,BaGa2B2O7_Va_O2,-2,-1.829600780618492,-1.829600780618492,0.914800390309246,O
90,BaGa2B2O7,BaGa2B2O7_Va_O3,-2,-1.9183426579137963,-1.9308273459825291,0.9591713289568982,O
94,BaGa2B2O7,BaGa2B2O7_Va_O4,-2,-1.7671040718287112,-1.8076911774534876,0.8835520359143556,O
286,BaGa4O7,BaGa4O7_Va_O1,-2,-1.8460413474757706,-1.8460413474757704,0.9230206737378853,O
262,BaGa4O7,BaGa4O7_Va_O2,-2,-1.8422344243964544,-1.8422344243964546,0.9211172121982272,O
250,BaGa4O7,BaGa4O7_Va_O3,-2,-1.9033208365608858,-1.9033208365608858,0.9516604182804429,O
214,BaGa4O7,BaGa4O7_Va_O4,-2,-1.8361633887898379,-1.8361633887898376,0.9180816943949189,O
70,BaGeO3,BaGeO3_Va_O1,-2,-1.8348344723049435,-1.8348344723049435,0.9174172361524717,O
94,BaGeO3,BaGeO3_Va_O2,-2,-1.7425274640630246,-1.7425274640630246,0.8712637320315123,O
118,BaGeO3,BaGeO3_Va_O3,-2,-1.636150881297181,-1.8215331388578235,0.8180754406485905,O
190,BaGePbO4,BaGePbO4_Va_O1,-2,-1.8813912131303714,-1.8813912131303714,0.9406956065651857,O
238,BaGePbO4,BaGePbO4_Va_O2,-2,-1.6355260385278911,-1.6355260385278911,0.8177630192639456,O
286,BaGePbO4,BaGePbO4_Va_O3,-2,-1.870114427587249,-1.8701144275872488,0.9350572137936245,O
334,BaGePbO4,BaGePbO4_Va_O4,-2,-1.9437130201802355,-1.9437130201802355,0.9718565100901178,O
190,BaLiBO3,BaLiBO3_Va_O1,-2,-1.8640558897907957,-1.8640558897907957,0.9320279448953979,O
182,BaLiBO3,BaLiBO3_Va_O2,-2,-1.3437663110121671,-1.6302364415996264,0.6718831555060836,O
158,BaLiBO3,BaLiBO3_Va_O3,-2,-1.1981556096768489,-1.8187520836899314,0.5990778048384244,O
358,BaNaBO3,BaNaBO3_Va_O1,-2,-0.9656104696352923,-1.8743923847411574,0.48280523481764615,O
430,BaNaBO3,BaNaBO3_Va_O2,-2,-0.9566746569380398,-1.8816477742198547,0.4783373284690199,O
110,BaSi3SnO9,BaSi3SnO9_Va_O1,-2,-2.2732242925296866,-2.2732242925296866,1.1366121462648433,O
102,BaSi3SnO9,BaSi3SnO9_Va_O2,-2,-2.3397685917680096,-2.3397685917680096,1.1698842958840048,O
62,BaSn(GeO3)3,BaSn(GeO3)3_Va_O1,-2,-1.9017836979771252,-1.9017836979771252,0.9508918489885626,O
110,BaSn(GeO3)3,BaSn(GeO3)3_Va_O2,-2,-1.9982731626518975,-1.9982731626518975,0.9991365813259487,O
142,BaSr2Mg(SiO4)2,BaSr2Mg(SiO4)2_Va_O1,-2,-1.7696871918177501,-1.7696871918177501,0.8848435959088751,O
250,BaSr2Mg(SiO4)2,BaSr2Mg(SiO4)2_Va_O2,-2,-1.5147657418879943,-2.091324967437657,0.7573828709439971,O
78,BeAl2O4,BeAl2O4_Va_O1,-2,-1.8128723360672443,-1.8128723360672443,0.9064361680336221,O
94,BeAl2O4,BeAl2O4_Va_O2,-2,-2.1501023173102993,-2.1586255095715927,1.0750511586551497,O
110,BeAl2O4,BeAl2O4_Va_O3,-2,-2.0151055963928943,-2.0151055963928943,1.0075527981964472,O
298,BeO,BeO_Va_O1,-2,-1.736217580297389,-1.749700184742208,0.8681087901486945,O
254,BeTlAsO4,BeTlAsO4_Va_O1,-2,-1.9503885609857523,-2.223412905427595,0.9751942804928762,O
318,BeTlAsO4,BeTlAsO4_Va_O2,-2,-1.9334432427056083,-2.0754870202160203,0.9667216213528042,O
382,BeTlAsO4,BeTlAsO4_Va_O3,-2,-1.9290963345266654,-2.0577268028743765,0.9645481672633327,O
446,BeTlAsO4,BeTlAsO4_Va_O4,-2,-2.152430806664765,-2.152430806664765,1.0762154033323825,O
142,Bi2O3,Bi2O3_Va_O1,-2,-1.8787135919130447,-1.8787135919130447,0.9393567959565223,O
190,Bi2O3,Bi2O3_Va_O2,-2,-1.9405944977877136,-1.940594497787714,0.9702972488938568,O
238,Bi2O3,Bi2O3_Va_O3,-2,-1.8711695147639666,-1.8711695147639666,0.9355847573819833,O
94,BiAsO4,BiAsO4_Va_O1,-2,-2.100831495657193,-2.100831495657193,1.0504157478285965,O
126,BiAsO4,BiAsO4_Va_O2,-2,-2.1727060886700102,-2.195473208202726,1.0863530443350051,O
158,BiAsO4,BiAsO4_Va_O3,-2,-1.50423347256845,-1.981976286263325,0.752116736284225,O
190,BiAsO4,BiAsO4_Va_O4,-2,-1.4315930378970498,-2.1271245299449117,0.7157965189485249,O
286,BiBO3,BiBO3_Va_O1,-2,-1.923950891349528,-1.923950891349528,0.961975445674764,O
382,BiBO3,BiBO3_Va_O2,-2,-0.994356375717997,-2.03021119486774,0.4971781878589985,O
478,BiBO3,BiBO3_Va_O3,-2,-1.0002247457059854,-1.9312924136802558,0.5001123728529927,O
94,BiO2,BiO2_Va_O1,nan,-2.388058884465055,-2.3880588844650545,1.1940294422325275,O
70,BiO2,BiO2_Va_O2,nan,-1.911890357308193,-1.9920093484003571,0.9559451786540965,O
62,BiSbO4,BiSbO4_Va_O1,-2,-2.460450301836782,-2.460450301836782,1.230225150918391,O
94,BiSbO4,BiSbO4_Va_O2,-2,-1.8479587089069367,-2.0439248248218327,0.9239793544534683,O
241,Ca(AsO3)2,Ca(AsO3)2_Va_O1,-2,-2.1401173148683403,-2.1401173148683403,1.0700586574341702,O
241,Ca(SbO3)2,Ca(SbO3)2_Va_O1,-2,-2.213456525306265,-2.213456525306265,1.1067282626531325,O
62,Ca2BiAsO6,Ca2BiAsO6_Va_O1,-2,-2.1622638376712953,-2.1622638376712953,1.0811319188356476,O
78,Ca2BiAsO6,Ca2BiAsO6_Va_O2,-2,-1.889010825716192,-1.9536039657751654,0.944505412858096,O
58,Ca2BiAsO6,Ca2BiAsO6_Va_O3,-2,-1.9847039431320197,-2.0561584083772586,0.9923519715660098,O
74,Ca2BiAsO6,Ca2BiAsO6_Va_O4,-2,-1.8282483664710973,-1.8282483664710973,0.9141241832355487,O
102,Ca2GeO4,Ca2GeO4_Va_O1,-2,-1.9379315073467234,-1.9379315073467234,0.9689657536733617,O
106,Ca2GeO4,Ca2GeO4_Va_O2,-2,-1.7249953740007014,-1.7249953740007014,0.8624976870003507,O
110,Ca2GeO4,Ca2GeO4_Va_O3,-2,-1.8937504449256444,-1.8937504449256441,0.9468752224628222,O
298,Ca2PbO4,Ca2PbO4_Va_O1,-2,-1.9343931909080863,-1.9343931909080863,0.9671965954540431,O
254,Ca2Sb2O7,Ca2Sb2O7_Va_O1,-2,-2.3103481035311075,-2.3103481035311075,1.1551740517655538,O
286,Ca2Sb2O7,Ca2Sb2O7_Va_O2,-2,-2.1194670249430825,-2.2635941054273694,1.0597335124715412,O
350,Ca2Sb2O7,Ca2Sb2O7_Va_O3,-2,-1.9764997435380514,-1.9764997435380511,0.9882498717690257,O
118,Ca2SiO4,Ca2SiO4_Va_O1,-2,-1.9653310240591688,-1.9653310240591688,0.9826655120295844,O
142,Ca2SiO4,Ca2SiO4_Va_O2,-2,-2.2201828108702255,-2.2201828108702255,1.1100914054351128,O
166,Ca2SiO4,Ca2SiO4_Va_O3,-2,-2.0799404611638486,-2.0799404611638486,1.0399702305819243,O
54,Ca2Sn3O8,Ca2Sn3O8_Va_O1,-2,-1.8502805408089462,-1.8502805408089462,0.9251402704044731,O
70,Ca2Sn3O8,Ca2Sn3O8_Va_O2,-2,-1.824900090061559,-1.824900090061559,0.9124500450307795,O
102,Ca2Sn3O8,Ca2Sn3O8_Va_O3,-2,-1.9092459359146712,-1.9092459359146712,0.9546229679573356,O
298,Ca2SnO4,Ca2SnO4_Va_O1,-2,-1.9924714686805451,-1.9924714686805451,0.9962357343402726,O
418,Ca2SnO4,Ca2SnO4_Va_O2,-2,-1.651867185802722,-1.651867185802722,0.825933592901361,O
64,Ca3(BO3)2,Ca3(BO3)2_Va_O1,-2,-0.9742857969592456,-1.8867906904044816,0.4871428984796228,O
124,Ca4As2O,Ca4As2O_Va_O1,-2,-1.9187151316161082,-1.9187151316161082,0.9593575658080541,O
222,Ca4Bi2O,Ca4Bi2O_Va_O1,-2,-1.4238225870888133,-1.4238225870888135,0.7119112935444066,O
196,CaAl2(SiO4)2,CaAl2(SiO4)2_Va_O1,-2,-2.1966954448368616,-2.1966954448368616,1.0983477224184308,O
232,CaAl2(SiO4)2,CaAl2(SiO4)2_Va_O2,-2,-2.3801058719462427,-2.3801058719462427,1.1900529359731213,O
166,CaAl4O7,CaAl4O7_Va_O1,-2,-2.1461766128651614,-2.1461766128651614,1.0730883064325807,O
214,CaAl4O7,CaAl4O7_Va_O2,-2,-2.107081530150681,-2.107081530150681,1.0535407650753406,O
286,CaAl4O7,CaAl4O7_Va_O3,-2,-1.945935108783582,-1.9950027054372288,0.972967554391791,O
262,CaAl4O7,CaAl4O7_Va_O4,-2,-1.798700221451446,-1.8941622425877669,0.899350110725723,O
322,CaAlBO4,CaAlBO4_Va_O1,-2,-2.0289629621902665,-2.0289629621902665,1.0144814810951333,O
286,CaAlBO4,CaAlBO4_Va_O2,-2,-2.086816381052044,-2.086816381052044,1.043408190526022,O
214,CaAlBO4,CaAlBO4_Va_O3,-2,-1.9610207727503037,-1.9610207727503037,0.9805103863751519,O
334,CaAlBO4,CaAlBO4_Va_O4,-2,-1.8591944415262802,-1.8591944415262802,0.9295972207631401,O
46,CaGa4O7,CaGa4O7_Va_O1,-2,-1.7449259445263268,-1.8058794169193573,0.8724629722631634,O
62,CaGa4O7,CaGa4O7_Va_O2,-2,-1.8961813609072624,-1.8961813609072626,0.9480906804536312,O
78,CaGa4O7,CaGa4O7_Va_O3,-2,-1.7895492883045803,-1.7895492883045803,0.8947746441522901,O
94,CaGa4O7,CaGa4O7_Va_O4,-2,-1.888392163321112,-1.888392163321112,0.944196081660556,O
310,CaGaBO4,CaGaBO4_Va_O1,-2,-1.9281657999094095,-1.9281657999094095,0.9640828999547048,O
322,CaGaBO4,CaGaBO4_Va_O2,-2,-1.855832684277288,-1.855832684277288,0.927916342138644,O
286,CaGaBO4,CaGaBO4_Va_O3,-2,-1.9240490330852866,-1.9240490330852866,0.9620245165426433,O
334,CaGaBO4,CaGaBO4_Va_O4,-2,-1.865395473298687,-1.8653954732986873,0.9326977366493435,O
446,CaIn2O4,CaIn2O4_Va_O1,-2,-1.549838774726172,-1.549838774726172,0.774919387363086,O
46,CaMg(SiO3)2,CaMg(SiO3)2_Va_O1,-2,-2.0845191970644104,-2.3281601121549977,1.0422595985322052,O
62,CaMg(SiO3)2,CaMg(SiO3)2_Va_O2,-2,-2.0805112775559085,-2.080511277555909,1.0402556387779542,O
78,CaMg(SiO3)2,CaMg(SiO3)2_Va_O3,-2,-2.287001516657846,-2.2870015166578455,1.143500758328923,O
102,CaMgGeO4,CaMgGeO4_Va_O1,-2,-1.8420499197947673,-1.8420499197947673,0.9210249598973836,O
110,CaMgGeO4,CaMgGeO4_Va_O2,-2,-1.859676648357522,-1.859676648357522,0.929838324178761,O
98,CaMgGeO4,CaMgGeO4_Va_O3,-2,-1.8149247836635771,-1.814924783663577,0.9074623918317886,O
118,CaMgSiO4,CaMgSiO4_Va_O1,-2,-2.11337043689662,-2.11337043689662,1.05668521844831,O
142,CaMgSiO4,CaMgSiO4_Va_O2,-2,-2.1410418437557657,-2.1410418437557657,1.0705209218778828,O
166,CaMgSiO4,CaMgSiO4_Va_O3,-2,-1.9740958271826623,-1.9740958271826625,0.9870479135913311,O
62,CaO,CaO_Va_O1,-2,-1.6241346564868904,-1.6241346564868904,0.8120673282434452,O
268,CaSn(BO3)2,CaSn(BO3)2_Va_O1,-2,-1.9840759182316603,-1.9840759182316603,0.9920379591158301,O
268,CaSnO3,CaSnO3_Va_O1,-2,-1.8836882087236793,-1.8836882087236793,0.9418441043618396,O
286,Cs2Al2As2O7,Cs2Al2As2O7_Va_O1,-2,-1.8949592219615865,-1.8949592219615865,0.9474796109807933,O
190,Cs2Al2As2O7,Cs2Al2As2O7_Va_O2,-2,-1.7871350697105712,-1.7871350697105712,0.8935675348552856,O
310,Cs2Al2As2O7,Cs2Al2As2O7_Va_O3,-2,-1.9610600725716862,-1.9610600725716862,0.9805300362858431,O
232,Cs2Al2Sb2O7,Cs2Al2Sb2O7_Va_O1,-2,-1.8611637033292825,-1.8611637033292825,0.9305818516646412,O
196,Cs2Al2Sb2O7,Cs2Al2Sb2O7_Va_O2,-2,-1.886660842986708,-1.886660842986708,0.943330421493354,O
478,Cs2BeO2,Cs2BeO2_Va_O1,-2,-1.005924544820912,-1.2203326140671196,0.502962272410456,O
454,Cs2BeO2,Cs2BeO2_Va_O2,-2,-0.6833717231795271,-1.5682693702363983,0.34168586158976355,O
430,Cs2CeO3,Cs2CeO3_Va_O1,-2,-1.8265117835567268,-1.4478895095014028,0.9132558917783634,O
214,Cs2Li2GeO4,Cs2Li2GeO4_Va_O1,-2,-1.3851788381833883,-1.3851788381833883,0.6925894190916941,O
250,Cs2Li2GeO4,Cs2Li2GeO4_Va_O2,-2,-1.4880675491828281,-1.6525986416768774,0.7440337745914141,O
286,Cs2Li2GeO4,Cs2Li2GeO4_Va_O3,-2,-1.0306981654903205,-1.4949644232374075,0.5153490827451602,O
322,Cs2Li2GeO4,Cs2Li2GeO4_Va_O4,-2,-1.4266682555101284,-1.4266682555101282,0.7133341277550642,O
214,Cs2Li2SiO4,Cs2Li2SiO4_Va_O1,-2,-1.6053896222203703,-1.6053896222203705,0.8026948111101851,O
250,Cs2Li2SiO4,Cs2Li2SiO4_Va_O2,-2,-1.6275040629942144,-1.6275040629942144,0.8137520314971072,O
286,Cs2Li2SiO4,Cs2Li2SiO4_Va_O3,-2,-1.7187312813740456,-1.7187312813740456,0.8593656406870228,O
322,Cs2Li2SiO4,Cs2Li2SiO4_Va_O4,-2,-1.2459753557992634,-1.719654036067285,0.6229876778996317,O
78,Cs2Li3GaO4,Cs2Li3GaO4_Va_O1,-2,-1.20578233021331,-1.20578233021331,0.602891165106655,O
110,Cs2LiAsO4,Cs2LiAsO4_Va_O1,-2,-1.6989206922412725,-1.6989206922412725,0.8494603461206363,O
94,Cs2LiAsO4,Cs2LiAsO4_Va_O2,-2,-1.550249210495636,-1.711203861944746,0.775124605247818,O
126,Cs2LiAsO4,Cs2LiAsO4_Va_O3,-2,-1.5416541526051568,-1.5416541526051568,0.7708270763025784,O
214,Cs2NaAsO4,Cs2NaAsO4_Va_O1,-2,-1.7587368951573579,-1.7587368951573579,0.8793684475786789,O
268,Cs2NaAsO4,Cs2NaAsO4_Va_O2,-2,-1.6567563692435043,-1.6567563692435043,0.8283781846217522,O
286,Cs2NaAsO4,Cs2NaAsO4_Va_O3,-2,-1.424368722143928,-1.5904228955254927,0.712184361071964,O
222,Cs2Pb2O3,Cs2Pb2O3_Va_O1,-2,-1.86656355715684,-1.4644611244702845,0.93328177857842,O
286,Cs2PbO2,Cs2PbO2_Va_O1,-2,-1.746423877455599,-1.410858934062703,0.8732119387277995,O
